Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
1555,Number of Ways of Cutting a Pizza,62.1%,Hard,"Array, Dynamic Programming, Memoization, Matrix",https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/description
1557,Check If a String Contains All Binary Codes of Size K,56.5%,Medium,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function",https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/description
1559,Cherry Pickup II,71.9%,Hard,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/cherry-pickup-ii/description
1562,People Whose List of Favorite Companies Is Not a Subset of Another List,57.9%,Medium,"Array, Hash Table, String",https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/description
1567,Maximum Number of Vowels in a Substring of Given Length,58.7%,Medium,"String, Sliding Window",https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/description
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,36.5%,Medium,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window",https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/description
1580,Shuffle the Array,88.6%,Easy,Array,https://leetcode.com/problems/shuffle-the-array/description
1581,The k Strongest Values in an Array,61.3%,Medium,"Array, Two Pointers, Sorting",https://leetcode.com/problems/the-k-strongest-values-in-an-array/description
1582,Design Browser History,77.6%,Medium,"Array, Linked List, Stack, Design, Doubly-Linked List, Data Stream",https://leetcode.com/problems/design-browser-history/description
1584,Average Salary Excluding the Minimum and Maximum Salary,63.5%,Easy,"Array, Sorting",https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/description
1587,Parallel Courses II,29.5%,Hard,"Dynamic Programming, Bit Manipulation, Graph, Bitmask",https://leetcode.com/problems/parallel-courses-ii/description
1603,Running Sum of 1d Array,86.8%,Easy,"Array, Prefix Sum",https://leetcode.com/problems/running-sum-of-1d-array/description
1605,Minimum Number of Days to Make m Bouquets,56.2%,Medium,"Array, Binary Search",https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/description
1612,Avoid Flood in The City,27.0%,Medium,"Array, Hash Table, Binary Search, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/avoid-flood-in-the-city/description
1615,Range Sum of Sorted Subarray Sums,58.4%,Medium,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/description
1616,Minimum Difference Between Largest and Smallest Value in Three Moves,59.2%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/description
1621,Number of Subsequences That Satisfy the Given Sum Condition,43.7%,Medium,"Array, Two Pointers, Binary Search, Sorting",https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/description
1622,Max Value of Equation,44.1%,Hard,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/max-value-of-equation/description
1627,Last Moment Before All Ants Fall Out of a Plank,68.5%,Medium,"Array, Brainteaser, Simulation",https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/description
1628,Count Submatrices With All Ones,57.3%,Medium,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",https://leetcode.com/problems/count-submatrices-with-all-ones/description
1632,Number of Good Ways to Split a String,68.3%,Medium,"Hash Table, String, Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/number-of-good-ways-to-split-a-string/description
1633,Minimum Number of Increments on Subarrays to Form a Target Array,69.9%,Hard,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack",https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/description
1635,Number of Good Pairs,89.2%,Easy,"Array, Hash Table, Math, Counting",https://leetcode.com/problems/number-of-good-pairs/description
1636,Number of Substrings With Only 1s,46.9%,Medium,"Math, String",https://leetcode.com/problems/number-of-substrings-with-only-1s/description
1646,Kth Missing Positive Number,60.3%,Easy,"Array, Binary Search",https://leetcode.com/problems/kth-missing-positive-number/description
1649,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,47.7%,Medium,"Array, Hash Table, Greedy, Prefix Sum",https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/description
1650,Find Root of N-Ary Tree,78.4%,Medium,"Hash Table, Bit Manipulation, Tree, Depth-First Search",https://leetcode.com/problems/find-root-of-n-ary-tree/description
1651,Shuffle String,84.8%,Easy,"Array, String",https://leetcode.com/problems/shuffle-string/description
1653,Number of Good Leaf Nodes Pairs,63.7%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/description
1655,Move Sub-Tree of N-Ary Tree,62.1%,Hard,"Tree, Depth-First Search",https://leetcode.com/problems/move-sub-tree-of-n-ary-tree/description
1661,Minimum Number of Vertices to Reach All Nodes,81.0%,Medium,Graph,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/description
1666,Make The String Great,68.4%,Easy,"String, Stack",https://leetcode.com/problems/make-the-string-great/description
1669,Minimum Cost to Cut a Stick,61.8%,Hard,"Array, Dynamic Programming, Sorting",https://leetcode.com/problems/minimum-cost-to-cut-a-stick/description
1675,Magnetic Force Between Two Balls,71.1%,Medium,"Array, Binary Search, Sorting",https://leetcode.com/problems/magnetic-force-between-two-balls/description
1676,Minimum Number of Days to Eat N Oranges,35.4%,Hard,"Dynamic Programming, Memoization",https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges/description
1677,Matrix Diagonal Sum,83.1%,Easy,"Array, Matrix",https://leetcode.com/problems/matrix-diagonal-sum/description
1681,Guess the Majority in a Hidden Array,69.8%,Medium,"Array, Math, Interactive",https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/description
1684,Find Latest Group of Size M,42.9%,Medium,"Array, Binary Search, Simulation",https://leetcode.com/problems/find-latest-group-of-size-m/description
1687,The Most Similar Path in a Graph,59.2%,Hard,"Dynamic Programming, Graph",https://leetcode.com/problems/the-most-similar-path-in-a-graph/description
1692,Number of Ways to Reorder Array to Get Same BST,53.5%,Hard,"Array, Math, Divide and Conquer, Dynamic Programming, Tree, Union Find, Binary Search Tree, Memoization, Combinatorics, Binary Tree",https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/description
1696,Strange Printer II,59.1%,Hard,"Array, Graph, Topological Sort, Matrix",https://leetcode.com/problems/strange-printer-ii/description
1701,Remove Max Number of Edges to Keep Graph Fully Traversable,71.2%,Hard,"Union Find, Graph",https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable/description
1703,Put Boxes Into the Warehouse I,67.4%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/put-boxes-into-the-warehouse-i/description
1704,Special Positions in a Binary Matrix,68.6%,Easy,"Array, Matrix",https://leetcode.com/problems/special-positions-in-a-binary-matrix/description
1707,Check If String Is Transformable With Substring Sort Operations,48.6%,Hard,"String, Greedy, Sorting",https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations/description
1710,Find Servers That Handled Most Number of Requests,43.7%,Hard,"Array, Greedy, Heap (Priority Queue), Ordered Set",https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests/description
1711,Find Valid Matrix Given Row and Column Sums,77.3%,Medium,"Array, Greedy, Matrix",https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums/description
1714,Rearrange Spaces Between Words,43.3%,Easy,String,https://leetcode.com/problems/rearrange-spaces-between-words/description
1715,Split a String Into the Max Number of Unique Substrings,56.6%,Medium,"Hash Table, String, Backtracking",https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/description
1716,Maximum Non Negative Product in a Matrix,33.8%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix/description
1717,Minimum Cost to Connect Two Groups of Points,48.1%,Hard,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask",https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points/description
1719,Put Boxes Into the Warehouse II,66.2%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/description
1722,Throne Inheritance,65.4%,Medium,"Hash Table, Tree, Depth-First Search, Design",https://leetcode.com/problems/throne-inheritance/description
1723,Maximum Number of Achievable Transfer Requests,64.5%,Hard,"Array, Backtracking, Bit Manipulation, Enumeration",https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/description
1724,Customer Who Visited but Did Not Make Any Transactions,67.9%,Easy,Database,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/description
1727,Cat and Mouse II,40.0%,Hard,"Array, Math, Dynamic Programming, Graph, Topological Sort, Memoization, Matrix, Game Theory",https://leetcode.com/problems/cat-and-mouse-ii/description
1728,Fancy Sequence,17.3%,Hard,"Math, Design, Segment Tree",https://leetcode.com/problems/fancy-sequence/description
1730,Special Array With X Elements Greater Than or Equal X,66.9%,Easy,"Array, Binary Search, Sorting",https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x/description
1733,Maximum Number of Visible Points,37.4%,Hard,"Array, Math, Geometry, Sliding Window, Sorting",https://leetcode.com/problems/maximum-number-of-visible-points/description
1739,Split Two Strings to Make Palindrome,31.1%,Medium,"Two Pointers, String",https://leetcode.com/problems/split-two-strings-to-make-palindrome/description
1744,Number of Ways to Form a Target String Given a Dictionary,51.2%,Hard,"Array, String, Dynamic Programming",https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary/description
1745,Find Nearest Right Node in Binary Tree,75.5%,Medium,"Tree, Breadth-First Search, Binary Tree",https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/description
1750,Check If Two Expression Trees are Equivalent,71.0%,Medium,"Hash Table, Tree, Depth-First Search, Binary Tree, Counting",https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/description
1752,Arithmetic Subarrays,83.8%,Medium,"Array, Hash Table, Sorting",https://leetcode.com/problems/arithmetic-subarrays/description
1753,Path With Minimum Effort,59.8%,Medium,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",https://leetcode.com/problems/path-with-minimum-effort/description
1758,Distribute Repeating Integers,39.5%,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",https://leetcode.com/problems/distribute-repeating-integers/description
1762,Furthest Building You Can Reach,49.8%,Medium,"Array, Greedy, Heap (Priority Queue)",https://leetcode.com/problems/furthest-building-you-can-reach/description
1776,Minimum Operations to Reduce X to Zero,39.7%,Medium,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum",https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/description
1777,Determine if Two Strings Are Close,54.7%,Medium,"Hash Table, String, Sorting, Counting",https://leetcode.com/problems/determine-if-two-strings-are-close/description
1791,Richest Customer Wealth,88.1%,Easy,"Array, Matrix",https://leetcode.com/problems/richest-customer-wealth/description
1792,Find the Most Competitive Subsequence,50.5%,Medium,"Array, Stack, Greedy, Monotonic Stack",https://leetcode.com/problems/find-the-most-competitive-subsequence/description
1796,Correct a Binary Tree,74.4%,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/correct-a-binary-tree/description
1798,Max Number of K-Sum Pairs,55.1%,Medium,"Array, Hash Table, Two Pointers, Sorting",https://leetcode.com/problems/max-number-of-k-sum-pairs/description
1801,Average Time of Process per Machine,67.3%,Easy,Database,https://leetcode.com/problems/average-time-of-process-per-machine/description
1802,Number of Students Unable to Eat Lunch,78.2%,Easy,"Array, Stack, Queue, Simulation",https://leetcode.com/problems/number-of-students-unable-to-eat-lunch/description
1803,Average Waiting Time,73.1%,Medium,"Array, Simulation",https://leetcode.com/problems/average-waiting-time/description
1805,Minimum Adjacent Swaps for K Consecutive Ones,42.8%,Hard,"Array, Greedy, Sliding Window, Prefix Sum",https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones/description
1810,Change the Root of a Binary Tree,73.8%,Medium,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/change-the-root-of-a-binary-tree/description
1814,Jump Game VI,45.7%,Medium,"Array, Dynamic Programming, Queue, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/jump-game-vi/description
1815,Checking Existence of Edge Length Limited Paths,62.5%,Hard,"Array, Two Pointers, Union Find, Graph, Sorting",https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/description
